IDtopic	ObsID	Taxon	Country	Mention	Topic	IDportrayal	Portrayal	Sentiment
24025	9551	pangolin	Philippines	Besides, he said job opportunities on the island were very limited, and pangolins command good prices that can help poor families like Dennis'.So when middlemen from nearby barangays asked him where to buy PANGOLINS  I pointed them to hunters, including Dennis.	Exploitation	32025	Valuable	0.66
24024	13177	shark	United States	Most ReadThe BBC reports that in 2013, Reunion banned water sports from most of its beaches following shark attacks on humans. Tiger SHARKS are common in the area, along with bull sharks and great whites.	HWI	32024	Dangerous	-0.202
24022	6343	deer	United States	“The deep snow conditions can make using the packed snowmobile trails and roads attractive to wildlife, particularly deer and moose, because using trails makes it much easier for them to move,” said DNR wildlife biologist Brian Roell. “We are getting reports from across the Upper Peninsula about deer and moose not wanting to leave the roadways or trails.”In portions of Marquette and Baraga counties where MOOSE are concentrated –particularly along Trail Nos.	Wildlife info	32022	Interesting	0.705
24021	17494	pangolin	Turkey	Singaporean authorities said Wednesday they had discovered nearly 13 tons of pangolin scales worth about $38 million in a shipping container, the second major seizure of the creatures' parts in a week.Authorities across Southeast Asia are battling to stop the rampant poaching and smuggling of PANGOLINS  the world's most heavily trafficked mammal, which is sought for use in traditional medicine.	Exploitation	32021	Valuable	-0.67
24020	6644	tiger	India	However, the sighting of the lone tiger in Gujarat has given hope to conservationists and forest officials, who have been searching for tiger presence in the state for the past year. All of us hope that the TIGER is tracked and monitored and this acts as the start of the future possibility of coexistence.	Conservation	32020	Important	0.572
24015	4140	saola	United Kingdom	It is also feared to allow hunters easier access to the previously untouched forest of the saola, making them even more vulnerable. With saola being critically endangered, their small, dispersed population means that genetic inbreeding, loss of heterozygosity, skewed sex ratios and the difficult of male and females to find each other to mate means that the threat to the survival of the SAOLA is growing.	Threats	32015	Vulnerable	-0.802
24014	4141	saola	United Kingdom	What is being done? The SAOLA Working Group strives to conserve the saola, using the rare creature as a flagship for the conservation of the Annamite Mountains’ diverse animals as a whole.	Conservation	32014	Vulnerable	0.103
24013	9924	pangolin	Australia	At that time, the Sea Pangolin was known from only three sites, though we knew informally that one additional population had recently been discovered. Even with undiscovered sites, the total habitat area available for the Sea PANGOLIN extends up to a generous potential maximum of 0.27km² (0.1 square miles).	Wildlife info	32013	Interesting	0.586
24012	9764	deer	United States	Keep in mind that state officials often play “follow the leader” when it comes to complex issues such as this one, so if keeping urine-based scents legal is important to you, then the time to act is now.The first letter is directed toward DEER hunters in South Carolina.	Exploitation	32012	Important	0.572
24011	668	saola	United States	That’s because there are now so few left, they probably cannot find one another to breed.To deal with that problem, scientists say they need to start capturing SAOLAS and breeding them in captivity.	Conservation	32011	Vulnerable	-0.402
24009	2771	tiger	United Kingdom	The experience didn't seem to frighten the visitor the slightest as footage shown by local TV station captures him grinning when the beast approached him and started to bite on the sticks.The middle-aged man tries to retrieve his phone as a TIGER walks up to him across the fence.	HWI	32009	Exciting	0.548
24008	7685	shark	United States	The body was towed last week, because it was attracting more than a dozen tiger sharks. Shortly after it was moved, the body caught the attention of a great white SHARK  about 15 to 20 ft. in length.	HWI	32008	Nuisance	0.802
24007	470	vulture	United Kingdom	It is therefore vital that once reintroduced populations are considered to be self-sustainable, they are again considered as important components of European avifauna.The Vulture Conservation Foundation (VCF) is committed to conservation, restoration and protection of vultures as umbrella species for their natural habitats throughout Europe, with Bearded VULTURE as a flagship species.	Conservation	32007	Important	-0.258
24006	5618	pangolin	South Africa	During the search, the animal, with an estimated value of R400,000, was found. Preliminary investigation revealed that the suspects were about to sell the PANGOLIN for R20,000.	Exploitation	32006	Vulnerable	0
24005	12271	tiger	United States	Despite the scare, it didn't stop Duval from getting close to the tiger. In another photo, he was seen being kicked in the head by the TIGER while swimming.	HWI	32005	Dangerous	0.545
24004	10996	elephant	Kenya	Incorporation of technology, strengthening specialised security units and capacity building with law enforcement personnel have also contributed to the decline in poaching. Currently, the use of population census and fitting of transmitters and transponders to ELEPHANT and rhino individuals, ear notching of individual rhinos and use of aircraft for monitoring wildlife security surveillance are part of technologies being used to enhance wildlife security.	Conservation	32004	Vulnerable	0.856
24001	1323	vulture	United States	White-tailed eagles may in addition also be expected to have a wider visual field compared to other raptor species, as this was found to be the case for the taxonomically related bald eagle (Haliaeetus leucocephalus) (Potier et al., 2018). Their visual field was found to be similar to those of VULTURES due to their aquatic foraging strategy (Potier et al., 2018).	Wildlife info	32001	Interesting	-0.465
24000	17090	saola	United States	Based on their answers, Luiselli was able to capture several individuals “just where they said to look.”“We’ve seen that even the most endangered species can be quite abundant,” Fa said. “Vietnam is a country we know very little about, but we’ve been finding more surprises.”For example, the antelopelike saola, also called the  ASIAN UNICORN ” was photographed in Vietnam in 2013 for the first time since 1999.	HWI	32000	Neutral	0
23998	3309	shark	South Africa	He said the shark thrashed and bit down on his legs for about a second before he was able to kick hard and wrangle free. The SHARK turned and swam away.	HWI	31998	Dangerous	0.44
23997	9113	pangolin	United States	“The trade may quickly get out of hand.”Many conservationists dismiss the leather trade as insignificant in its contribution to the decline of pangolins and as irrelevant today. But Dan Challender, a postdoctoral research associate at the University of Oxford, in the U.K., who specializes in pangolins and who was not involved in the current work, points out, “The trade in pangolin leather was a threat to the species, for sure.”Quantifying the role the leather trade played in PANGOLINS  historic decline is hampered by a lack of reliable international trade data.	Threats	31997	Victim	-0.731
